"lakeid","year4","sampledate","gearid","spname","depth","rep","length","weight","sex","fishpart"
"WI",1996,"1996-08-22","ELFISH","GOLDENSHINER",-1,2,135,25,,
"WI",1996,"1996-08-22","ELFISH","GOLDENSHINER",-1,1,51,11,,
"WI",1996,"1996-08-22","ELFISH","GOLDENSHINER",-1,1,49,,,
"WI",1996,"1996-08-22","ELFISH","GOLDENSHINER",-1,1,53,,,
"WI",1996,"1996-08-22","ELFISH","GOLDENSHINER",-1,1,151,,,
"WI",1996,"1996-08-22","ELFISH","GOLDENSHINER",-1,1,48,,,
"WI",1996,"1996-08-22","ELFISH","GOLDENSHINER",-1,1,56,,,
"WI",1996,"1996-08-22","ELFISH","GREENPUMPHYBRID",-1,3,122,,,
"WI",1996,"1996-08-22","ELFISH","GREENSUNFISH",-1,2,125,42.7,,
"WI",1996,"1996-08-22","ELFISH","GREENSUNFISH",-1,2,155,80.5,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,2,66,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,2,173,70.5,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,2,210,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,2,179,65,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,2,276,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,2,68,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,221,130,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,332,510,,"S"
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,168,55,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,177,63,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,205,100,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,100,14,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,63,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,170,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,80,6,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,64,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,70,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,95,14,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,160,58,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,1,105,59,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,177,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,216,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,165,50,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,185,84,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,243,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,185,79,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,168,61,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,180,64,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,190,75,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,185,55,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,168,55,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,178,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,227,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,323,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,320,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,335,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,237,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,235,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,202,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,185,80,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,180,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,241,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,182,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,183,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,160,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,185,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,176,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,204,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,183,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,177,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,68,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,68,,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,97,12.5,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,105,15.5,,
"WI",1996,"1996-08-22","ELFISH","LARGEMOUTHBASS",-1,3,94,,,
"WI",1996,"1996-08-22","ELFISH","MUSKELLUNGE",-1,3,870,,,
"WI",1996,"1996-08-22","ELFISH","MUSKELLUNGE",-1,2,414,317,,
"WI",1996,"1996-08-22","ELFISH","PUMPKINSEED",-1,2,112,45,,
"WI",1996,"1996-08-22","ELFISH","PUMPKINSEED",-1,2,131,51.5,,
"WI",1996,"1996-08-22","ELFISH","PUMPKINSEED",-1,2,135,55,,
"WI",1996,"1996-08-22","ELFISH","PUMPKINSEED",-1,3,118,37,,
"WI",1996,"1996-08-22","ELFISH","PUMPKINSEED",-1,3,120,,,
"WI",1996,"1996-08-22","ELFISH","PUMPKINSEED",-1,3,118,38.5,,
"WI",1996,"1996-08-22","ELFISH","PUMPKINSEED",-1,3,135,58.5,,
"WI",1996,"1996-08-22","ELFISH","PUMPKINSEED",-1,3,133,55,,
"WI",1996,"1996-08-22","ELFISH","YELLOWBULLHEAD",-1,3,205,130,,
"WI",1996,"1996-08-22","ELFISH","YELLOWBULLHEAD",-1,3,229,160,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,150,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,149,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,146,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,140,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,150,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,168,53,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,142,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,143,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,140,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,162,47,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,167,47,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,155,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,150,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,160,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,151,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,138,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,150,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,147,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,156,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,150,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,142,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,148,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,157,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,152,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,165,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,138,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,68,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,70,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,70,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,70,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,72,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,3,65,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,156,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,176,57,,"S"
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,155,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,191,78,,"S"
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,153,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,186,74,,"S"
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,155,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,155,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,155,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,141,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,131,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,151,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,68,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,71,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,67,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,71,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,62,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,155,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,170,46.4,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,150,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,153,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,70,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,2,68,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,165,44,,"S"
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,147,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,67,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,72,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,67,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,65,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,69,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,65,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,143,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,147,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,155,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,66,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,65,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,67,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,156,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,133,26,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,145,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,155,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,153,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,155,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,144,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,70,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,150,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,141,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,150,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,156,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,146,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,147,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,135,25,,"S"
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,142,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,143,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,146,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,65,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,72,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,140,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,153,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,146,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,67,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,67,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,150,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,150,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,60,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,160,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,137,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,74,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,74,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,146,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,150,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,163,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,159,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,67,,,
"WI",1996,"1996-08-22","ELFISH","YELLOWPERCH",-1,1,70,,,
"WI",1996,"1996-08-23","ELFISH","BLACKCRAPPIE",-1,4,181,85,,
"WI",1996,"1996-08-23","ELFISH","BLACKCRAPPIE",-1,4,186,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,158,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,158,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,135,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,137,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,156,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,173,105,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,156,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,128,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,169,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,154,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,111,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,142,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,158,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,149,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,129,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,124,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,157,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,107,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,162,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,140,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,145,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,157,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,126,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,134,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,140,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,135,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,118,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,168,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,127,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,128,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,40,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,32,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,43,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,33,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,41,,,
"WI",1996,"1996-08-23","ELFISH","BLUEGILL",-1,4,39,,,
"WI",1996,"1996-08-23","ELFISH","BROOKSILVERSIDE",-1,4,57,,,
"WI",1996,"1996-08-23","ELFISH","COMMONCARP",-1,4,674,,,
"WI",1996,"1996-08-23","ELFISH","COMMONCARP",-1,4,570,,,
"WI",1996,"1996-08-23","ELFISH","COMMONCARP",-1,4,480,1450,,
"WI",1996,"1996-08-23","ELFISH","GOLDENSHINER",-1,4,172,,,
"WI",1996,"1996-08-23","ELFISH","GOLDENSHINER",-1,4,162,,,
"WI",1996,"1996-08-23","ELFISH","GOLDENSHINER",-1,4,144,,,
"WI",1996,"1996-08-23","ELFISH","GOLDENSHINER",-1,4,154,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,371,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,294,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,287,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,168,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,170,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,189,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,166,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,225,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,247,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,176,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,189,80,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,211,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,349,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,230,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,220,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,165,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,262,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,165,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,182,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,180,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,180,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,165,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,171,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,88,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,75,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,63,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,91,10.5,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,96,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,65,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,67,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,67,,,
"WI",1996,"1996-08-23","ELFISH","LARGEMOUTHBASS",-1,4,72,,,
"WI",1996,"1996-08-23","ELFISH","WHITECRAPPIE",-1,4,284,270,,
"WI",1996,"1996-08-23","ELFISH","WHITECRAPPIE",-1,4,198,105,,
"WI",1996,"1996-08-23","ELFISH","WHITECRAPPIE",-1,4,191,105,,
"WI",1996,"1996-08-23","ELFISH","WHITESUCKER",-1,4,340,450,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,139,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,164,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,155,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,156,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,134,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,165,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,154,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,155,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,147,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,139,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,176,61,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,156,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,151,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,158,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,156,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,188,72,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,140,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,144,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,147,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,142,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,155,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,160,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,144,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,151,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,145,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,157,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,145,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,191,77,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,157,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,155,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,65,,,
"WI",1996,"1996-08-23","ELFISH","YELLOWPERCH",-1,4,72,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,35,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,25,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,44,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,41,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,33,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,27,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,39,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,41,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,36,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,33,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,37,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,28,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,28,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,38,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,32,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,22,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,26,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,26,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,28,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,24,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,21,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,41,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,38,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,44,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,40,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,42,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,32,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,32,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,28,,,
"WI",1996,"1996-08-29","FYKNET","BLUEGILL",-1,6,30,,,
"WI",1996,"1996-08-29","FYKNET","BLUNTNOSEMINNOW",-1,6,38,,,
"WI",1996,"1996-08-29","FYKNET","BLUNTNOSEMINNOW",-1,6,41,,,
"WI",1996,"1996-08-29","FYKNET","BROOKSILVERSIDE",-1,6,36,,,
"WI",1997,"1997-08-11","BSEINE","BGPUMPHYBRID",-1,5,153,75,,
"WI",1997,"1997-08-11","BSEINE","BLACKCRAPPIE",-1,6,55,3,,
"WI",1997,"1997-08-11","BSEINE","BLUEGILL",-1,5,39,0.2,,
